"Data Source","World Development Indicators",

"Last Updated Date","2022-09-16",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Malawi","MWI","Commercial bank branches (per 100,000 adults)","FB.CBK.BRCH.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","0.96","0.95","1.99","2.23","2.34","2.95","1.09","3.36","3.34","3.32","3.37","2.99","2.21","2.29","2.27","","",
"Malaysia","MYS","Commercial bank branches (per 100,000 adults)","FB.CBK.BRCH.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.04","12.62","11.73","11.46","11.28","11.13","10.92","11.25","11.15","10.97","10.81","10.69","10.44","10.23","10.24","10.08","8.97","",
"North America","NAC","Commercial bank branches (per 100,000 adults)","FB.CBK.BRCH.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.69","33.28","29.26","29.72","29.89","30.05","29.74","29.67","29.605","28.48","27.78","27.77","27.175","25.98","25.505","25.095","24.93","",
"Namibia","NAM","Commercial bank branches (per 100,000 adults)","FB.CBK.BRCH.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.26","11.16","12.12","12.71","12.81","12.82","12.82","12.95","12.84","12.94","13.53","13.62","15.45","10.48","11.39","11.18","10.78","",
"New Caledonia","NCL","Commercial bank branches (per 100,000 adults)","FB.CBK.BRCH.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Niger","NER","Commercial bank branches (per 100,000 adults)","FB.CBK.BRCH.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.52","0.68","0.76","0.92","1.07","1.12","1.22","1.25","1.55","1.65","1.66","1.71","1.67","1.68","1.63","1.63","1.59","",
"Nigeria","NGA","Commercial bank branches (per 100,000 adults)","FB.CBK.BRCH.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.7","4.18","3.78","5.21","6.27","6.48","6.56","6.41","5.82","5.9","5.61","4.98","4.74","4.44","4.3","4.78","4.45","",
"Nicaragua","NIC","Commercial bank branches (per 100,000 adults)","FB.CBK.BRCH.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.87","6.2","6.9","7.34","8.12","8.05","6.75","7.11","7.02","7.37","7.57","8.09","11.07","11.16","9.44","8.8","7.99","",
"Netherlands","NLD","Commercial bank branches (per 100,000 adults)","FB.CBK.BRCH.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33.61","28.07","27.7","28.66","27.57","25.22","23.02","21.31","19.65","17.35","14.79","13.99","12.46","11.92","10.94","9.24","6.99","",
"Norway","NOR","Commercial bank branches (per 100,000 adults)","FB.CBK.BRCH.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.08","12.01","12.31","11.7","11.02","10.96","10.73","9.93","8.94","8.51","7.73","6.16","5.5","","","","",
"Nepal","NPL","Commercial bank branches (per 100,000 adults)","FB.CBK.BRCH.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.56","2.51","2.55","3.5","3.48","4.59","5.1","7.35","8.54","8.62","8.88","9.45","10.28","12.13","15.46","17.79","21.52","",
"Nauru","NRU","Commercial bank branches (per 100,000 adults)","FB.CBK.BRCH.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"New Zealand","NZL","Commercial bank branches (per 100,000 adults)","FB.CBK.BRCH.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35.01","35.15","35.35","35.14","34.99","35.7","34.49","33.91","33.32","30.83","29.51","28.87","29.57","27.17","26.67","25.12","21.41","",
"OECD members","OED","Commercial bank branches (per 100,000 adults)","FB.CBK.BRCH.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.825","26.15","27.62","28.66","27.68","25.935","25.495","24.125","24.07","23.055","22.09","22.1","21.61","20.71","20.285","19.81","18.3","",
"Oman","OMN","Commercial bank branches (per 100,000 adults)","FB.CBK.BRCH.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.16","20.17","19.64","20.06","20.67","21.1","20.4","19.45","18.47","18.57","16.93","16.37","15.95","14.57","14.59","13.91","14.2","",
"Other small states","OSS","Commercial bank branches (per 100,000 adults)","FB.CBK.BRCH.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7","6.465","6.695","7.15","7.885","8.005","8.975","8.655","8.96","9.24","8.895","8.61","9.08","7.635","7.45","8.01","7.575","",
"Pakistan","PAK","Commercial bank branches (per 100,000 adults)","FB.CBK.BRCH.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.59","7.67","7.8","8.02","8.33","8.37","8.38","8.53","8.75","9.05","9.31","9.65","9.95","10.18","10.28","10.41","10.31","",
"Panama","PAN","Commercial bank branches (per 100,000 adults)","FB.CBK.BRCH.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.43","22.48","22.36","22.7","22.65","22.26","23.59","23.96","23.61","23.37","22.22","21.66","20.2","20.15","",
"Peru","PER","Commercial bank branches (per 100,000 adults)","FB.CBK.BRCH.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.21","4.34","4.52","5.19","6.71","6.82","6.92","7.17","7.79","7.94","8.25","8.37","8.1","7.6","7.22","6.56","6","",
"Philippines","PHL","Commercial bank branches (per 100,000 adults)","FB.CBK.BRCH.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.21","8","7.8","7.53","7.57","7.49","7.55","7.66","7.93","8.24","8.62","8.76","8.84","8.99","9.02","9.2","9.17","",
"Palau","PLW","Commercial bank branches (per 100,000 adults)","FB.CBK.BRCH.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Papua New Guinea","PNG","Commercial bank branches (per 100,000 adults)","FB.CBK.BRCH.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.79","1.77","1.68","1.68","1.64","1.55","1.6","1.71","1.71","1.66","1.62","1.58","1.54","1.5","1.52","1.61","1.59","",
"Poland","POL","Commercial bank branches (per 100,000 adults)","FB.CBK.BRCH.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.62","26.59","27.62","29.71","32.75","32.94","32.19","32.57","33.96","32.95","32.93","31.12","31.01","29.31","29.73","28.95","25.73","",
"Pre-demographic dividend","PRE","Commercial bank branches (per 100,000 adults)","FB.CBK.BRCH.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.135","1.21","1.34","1.86","2.05","2.42","2.57","2.64","3.17","3.34","3.46","3.51","3.26","3.37","3.37","3.86","4","",
"Puerto Rico","PRI","Commercial bank branches (per 100,000 adults)","FB.CBK.BRCH.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Dem. People's Rep.","PRK","Commercial bank branches (per 100,000 adults)","FB.CBK.BRCH.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Portugal","PRT","Commercial bank branches (per 100,000 adults)","FB.CBK.BRCH.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","66.45","68.15","70.74","61.51","64.21","65.78","65.87","63.95","61.1","58.03","53.39","35.5","42.7","39.08","35.46","34.54","32.84","",
"Paraguay","PRY","Commercial bank branches (per 100,000 adults)","FB.CBK.BRCH.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.15","3.99","4.05","4.32","5.75","7.12","8.57","9.51","10.02","10.32","9.1","10.12","10.1","11.68","11.53","11.02","9.82","",
"West Bank and Gaza","PSE","Commercial bank branches (per 100,000 adults)","FB.CBK.BRCH.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.77","8.68","9.05","9.28","10.41","10.87","10.53","10.79","10.65","10.52","11.04","11.3","12.28","13.01","13.08","12.8","13.24","",
"Pacific island small states","PSS","Commercial bank branches (per 100,000 adults)","FB.CBK.BRCH.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Post-demographic dividend","PST","Commercial bank branches (per 100,000 adults)","FB.CBK.BRCH.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.74","28.07","28.12","30.8","30.645","30.365","29.9","27.3","27.625","27.575","27.79","24.69","24.05","21.28","21.26","23.42","20.82","",
"French Polynesia","PYF","Commercial bank branches (per 100,000 adults)","FB.CBK.BRCH.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Qatar","QAT","Commercial bank branches (per 100,000 adults)","FB.CBK.BRCH.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.49","20.22","18.56","17.78","17.65","17.39","17.13","12.43","12.31","11.53","13.23","10.58","11.32","9.12","7.19","9.44","10.09","",
"Romania","ROU","Commercial bank branches (per 100,000 adults)","FB.CBK.BRCH.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36.73","36.21","35.44","35.27","33.2","31.64","30.74","28.72","28.02","26.68","25.58","23.66","22.56","",
"Russian Federation","RUS","Commercial bank branches (per 100,000 adults)","FB.CBK.BRCH.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26.76","28.43","30.36","33.64","35.57","34.64","35.06","36.75","38.25","38.52","37.04","32.93","30.13","29.23","26.26","25.63","24.59","",
"Rwanda","RWA","Commercial bank branches (per 100,000 adults)","FB.CBK.BRCH.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.4","0.78","0.74","1.1","4.67","5","4.99","5.56","5.73","6.07","5.94","6.22","6.28","6.18","5.77","5.32","4.59","",
"South Asia","SAS","Commercial bank branches (per 100,000 adults)","FB.CBK.BRCH.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.355","7.37","7.45","7.575","7.755","7.885","8.02","8.2","8.645","8.835","9.095","9.55","9.95","10.18","10.28","10.41","12.525","",
"Saudi Arabia","SAU","Commercial bank branches (per 100,000 adults)","FB.CBK.BRCH.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.13","7.86","7.95","8.01","8.02","8.3","8.36","8.28","8.17","8.17","8.51","8.55","8.53","8.5","8.34","8.16","7.79","",
"Sudan","SDN","Commercial bank branches (per 100,000 adults)","FB.CBK.BRCH.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.56","2.43","2.37","2.37","2.37","2.5","2.92","3.02","3.06","3.16","3.2","3.32","3.26","3.32","3.37","","","",
"Senegal","SEN","Commercial bank branches (per 100,000 adults)","FB.CBK.BRCH.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.01","2.55","2.96","3.14","3.81","3.99","4.24","4.55","4.79","4.7","4.76","5.1","5.14","5.76","5.6","5.76","5.22","",
"Singapore","SGP","Commercial bank branches (per 100,000 adults)","FB.CBK.BRCH.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.46","11.24","10.89","10.45","9.98","9.87","9.83","9.6","9.42","9.11","9.01","8.95","8.68","8.22","8.13","7.82","7.02","",
"Solomon Islands","SLB","Commercial bank branches (per 100,000 adults)","FB.CBK.BRCH.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.45","7.98","8.13","7.93","7.73","7.54","4.48","4.04","3.93","3.53","4.01","3.9","4.06","4.22","4.1","3.99","3.88","",
"Sierra Leone","SLE","Commercial bank branches (per 100,000 adults)","FB.CBK.BRCH.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.12","1.2","1.34","1.6","2.02","2.45","2.57","2.64","2.65","","","","","","","","","",
"El Salvador","SLV","Commercial bank branches (per 100,000 adults)","FB.CBK.BRCH.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.66","10.65","11.48","11.06","11.73","11.66","11.46","13.24","14.82","14.92","14.79","14.64","",
"San Marino","SMR","Commercial bank branches (per 100,000 adults)","FB.CBK.BRCH.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","237","258.17","274.83","287.24","283.7","280.26","276.78","258.34","258.72","251.95","238.38","229.03","223.81","189.93","181.18","140.45","133.6","",
"Somalia","SOM","Commercial bank branches (per 100,000 adults)","FB.CBK.BRCH.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Serbia","SRB","Commercial bank branches (per 100,000 adults)","FB.CBK.BRCH.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.32","32.06","36.41","40.72","45.51","43.94","41.24","39.75","37.45","33.7","30.4","29.54","29.41","27.92","27.52","27.6","27.31","",
"Sub-Saharan Africa (excluding high income)","SSA","Commercial bank branches (per 100,000 adults)","FB.CBK.BRCH.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.49","1.55","1.64","2.045","2.45","2.84","3.38","3.62","3.765","3.88","4.12","4.545","4.36","4.44","4.3","4.44","4.52","",
"South Sudan","SSD","Commercial bank branches (per 100,000 adults)","FB.CBK.BRCH.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.68","0.73","0.75","0.96","1.47","1.9","1.62","1.65","1.46","1.38","1.41","1.45","",
"Sub-Saharan Africa","SSF","Commercial bank branches (per 100,000 adults)","FB.CBK.BRCH.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.49","1.55","1.64","2.045","2.45","2.84","3.38","3.62","3.765","3.88","4.12","4.545","4.36","4.44","4.3","4.44","4.52","",
"Small states","SST","Commercial bank branches (per 100,000 adults)","FB.CBK.BRCH.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7","6.695","6.85","7.32","7.885","8.005","8.975","8.655","8.96","9.24","8.895","8.61","9.08","7.635","7.45","8.01","7.575","",
"Sao Tome and Principe","STP","Commercial bank branches (per 100,000 adults)","FB.CBK.BRCH.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.67","24.14","28.41","28.73","31.91","32.24","30.72","30.09","25.09","24.51","20.61","","","",
"Suriname","SUR","Commercial bank branches (per 100,000 adults)","FB.CBK.BRCH.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.66","10.79","10.61","10.71","10.52","10.62","11.24","11.06","10.89","12.26","12.33","10.92","11.26","11.59","11.68","11.53","11.39","",
"Slovak Republic","SVK","Commercial bank branches (per 100,000 adults)","FB.CBK.BRCH.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.22","25.71","26.3","25.96","27.79","26.46","26.29","25.97","26.63","26.89","27.98","28.26","28.25","26.91","25.6","24.81","23.32","",
"Slovenia","SVN","Commercial bank branches (per 100,000 adults)","FB.CBK.BRCH.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40.97","40.09","39.65","40.22","39.38","39.58","38.76","38.32","38.47","34.43","31.83","31.18","30.63","29.46","27.92","27.47","24.69","",
"Sweden","SWE","Commercial bank branches (per 100,000 adults)","FB.CBK.BRCH.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23.57","23.52","23.78","23.59","23.95","22.96","22.5","21.7","21.81","21.54","21.11","19.32","17.54","16.17","14.91","16.42","13.8","",
"Eswatini","SWZ","Commercial bank branches (per 100,000 adults)","FB.CBK.BRCH.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.17","6.28","6.39","6.32","6.41","6.34","6.44","7.31","7.23","6.99","6.92","8.03","7.32","6.49","6.97","6.58","6.75","",
"Sint Maarten (Dutch part)","SXM","Commercial bank branches (per 100,000 adults)","FB.CBK.BRCH.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Seychelles","SYC","Commercial bank branches (per 100,000 adults)","FB.CBK.BRCH.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","42.36","40.21","40.85","40.45","46.85","46.32","46.18","47.42","48.42","49.02","54.04","54.36","53.72","53.18","51.43","55.07","46.63","",
"Syrian Arab Republic","SYR","Commercial bank branches (per 100,000 adults)","FB.CBK.BRCH.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.53","2.68","2.73","2.89","3.1","3.47","3.86","4.1","4.25","4.39","","","","","","","","",
"Turks and Caicos Islands","TCA","Commercial bank branches (per 100,000 adults)","FB.CBK.BRCH.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chad","TCD","Commercial bank branches (per 100,000 adults)","FB.CBK.BRCH.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.38","0.37","0.36","0.36","0.49","0.56","0.62","0.68","0.65","0.88","0.96","0.98","1","0.99","0.94","0.84","0.85","",
"East Asia & Pacific (IDA & IBRD countries)","TEA","Commercial bank branches (per 100,000 adults)","FB.CBK.BRCH.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.75","8","5.72","5.97","3.26","3.96","4.12","4.28","6.125","6.325","6.875","7.325","8.025","8.165","8.36","8.58","8.97","",
"Europe & Central Asia (IDA & IBRD countries)","TEC","Commercial bank branches (per 100,000 adults)","FB.CBK.BRCH.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.065","14.68","16.42","19.29","23.73","24.01","24.13","24.11","24.65","24.76","24.87","24.69","26.515","26.165","24.865","24.175","23.83","",
"Togo","TGO","Commercial bank branches (per 100,000 adults)","FB.CBK.BRCH.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.18","1.21","1.61","2.92","3.85","4.03","4.22","4.45","4.48","4.58","4.91","5.29","5.66","5.59","5.19","5.45","5.53","",
"Thailand","THA","Commercial bank branches (per 100,000 adults)","FB.CBK.BRCH.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.75","8.27","9.08","9.69","10.31","10.8","11","11.34","11.68","12.09","12.52","12.53","12.35","11.86","11.7","11.24","10.59","",
"Tajikistan","TJK","Commercial bank branches (per 100,000 adults)","FB.CBK.BRCH.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.94","5.06","5.1","5.13","5.38","5.3","5.54","5.83","6.3","6.6","6.8","6.86","6.7","5.01","4.64","4.5","4.53","",
"Turkmenistan","TKM","Commercial bank branches (per 100,000 adults)","FB.CBK.BRCH.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","Commercial bank branches (per 100,000 adults)","FB.CBK.BRCH.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.05","11.765","12.025","13.19","13.77","13.4","13.58","13.53","13.22","13.25","13.24","13.26","13.345","13.785","13.675","13.25","12.79","",
"Timor-Leste","TLS","Commercial bank branches (per 100,000 adults)","FB.CBK.BRCH.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.12","2","1.95","1.9","1.85","1.8","1.75","3.86","4.2","4.82","4.97","4.97","4.83","5.08","5.96","6.17","5.64","",
"Middle East & North Africa (IDA & IBRD countries)","TMN","Commercial bank branches (per 100,000 adults)","FB.CBK.BRCH.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.8","8.87","10.64","10.74","10.69","10.85","11.16","11.14","11.35","11.8","13.55","13.37","14.86","14.42","14.53","14.39","14.09","",
"Tonga","TON","Commercial bank branches (per 100,000 adults)","FB.CBK.BRCH.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.22","20.85","20.67","22.03","23.34","21.6","21.51","21.52","20.09","21.78","18.75","31.21","30.96","33.59","33.01","","","",
"South Asia (IDA & IBRD)","TSA","Commercial bank branches (per 100,000 adults)","FB.CBK.BRCH.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.355","7.37","7.45","7.575","7.755","7.885","8.02","8.2","8.645","8.835","9.095","9.55","9.95","10.18","10.28","10.41","12.525","",
"Sub-Saharan Africa (IDA & IBRD countries)","TSS","Commercial bank branches (per 100,000 adults)","FB.CBK.BRCH.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.49","1.55","1.64","2.045","2.45","2.84","3.38","3.62","3.765","3.88","4.12","4.545","4.36","4.44","4.3","4.44","4.52","",
"Trinidad and Tobago","TTO","Commercial bank branches (per 100,000 adults)","FB.CBK.BRCH.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.59","12.44","12.61","12.8","12.8","12.81","13.49","12.55","12.65","12.48","13.24","12.88","12.8","12.09","11.75","11.51","11.17","",
"Tunisia","TUN","Commercial bank branches (per 100,000 adults)","FB.CBK.BRCH.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.8","12.1","12.89","13.6","14.32","14.88","16.39","16.86","17.45","18.11","19.24","19.99","20.66","21.7","22.08","22.23","22.31","",
"Turkiye","TUR","Commercial bank branches (per 100,000 adults)","FB.CBK.BRCH.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.94","14.05","15.32","17.16","17.34","17.88","18.23","18.6","19.63","19.59","19.14","18.07","17.32","16.81","16.1","15.44","",
"Tuvalu","TUV","Commercial bank branches (per 100,000 adults)","FB.CBK.BRCH.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Tanzania","TZA","Commercial bank branches (per 100,000 adults)","FB.CBK.BRCH.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.23","1.28","1.55","1.72","1.84","1.86","1.92","2.17","2.52","2.3","","","","","","","",
"Uganda","UGA","Commercial bank branches (per 100,000 adults)","FB.CBK.BRCH.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.15","1.21","1.22","1.41","2.08","2.42","2.52","2.45","2.77","2.97","3.05","3.03","2.88","2.67","2.58","2.58","2.45","",
"Ukraine","UKR","Commercial bank branches (per 100,000 adults)","FB.CBK.BRCH.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.71","3.86","3.87","3.86","3.74","3.22","2.33","1.6","1.07","0.92","0.77","0.56","0.5","0.45","0.43","0.42","0.41","",
"Upper middle income","UMC","Commercial bank branches (per 100,000 adults)","FB.CBK.BRCH.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.84","11.69","12.68","12.95","13.97","13.68","13.79","14.41","13.22","13.25","14.13","13.77","15.155","14.03","13.86","14.06","13.5","",
"Uruguay","URY","Commercial bank branches (per 100,000 adults)","FB.CBK.BRCH.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.82","12.78","13.35","13.47","13.57","13.4","13.58","13.53","12.73","12.59","12.22","12","11.45","10.98","10.04","9.84","10.01","",
"United States","USA","Commercial bank branches (per 100,000 adults)","FB.CBK.BRCH.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.69","33.28","33.94","34.77","35.16","35.91","35.42","35.15","34.9","33.64","32.42","32.7","32.1","31.21","30.88","30.46","29.69","",
"Uzbekistan","UZB","Commercial bank branches (per 100,000 adults)","FB.CBK.BRCH.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39.15","40.01","42.33","41.44","40.66","40.28","39.18","45.84","45.32","46.79","43.08","31.06","28.12","38.52","35.92","39.98","42.44","",
"St. Vincent and the Grenadines","VCT","Commercial bank branches (per 100,000 adults)","FB.CBK.BRCH.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21.35","21.17","21.07","20.93","20.76","20.58","20.42","16.69","16.54","16.4","16.27","16.16","",
"Venezuela, RB","VEN","Commercial bank branches (per 100,000 adults)","FB.CBK.BRCH.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15.96","16.71","17.61","17.69","18.77","17.58","17.08","17.16","17.06","16.97","16.53","","","","","","",
"British Virgin Islands","VGB","Commercial bank branches (per 100,000 adults)","FB.CBK.BRCH.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Virgin Islands (U.S.)","VIR","Commercial bank branches (per 100,000 adults)","FB.CBK.BRCH.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Vietnam","VNM","Commercial bank branches (per 100,000 adults)","FB.CBK.BRCH.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.26","3.28","3.21","3.54","3.1","3.64","3.83","3.75","3.83","3.45","3.92","3.98","4.01","",
"Vanuatu","VUT","Commercial bank branches (per 100,000 adults)","FB.CBK.BRCH.P5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19.59","19.01","19.14","20.81","20.26","19.73","20.56","20.75","22.14","22.17","22.88","21.79","21.17","20.62","20.67","21.22","21.14","",
